,0,1,2,3,4
553,2021-03-07 12:08:19,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",RohitKu75320174,,en
554,2021-03-07 12:08:00,"@mrudang18 @rajasthanroyals @PunjabKingsIPL Not unfair , bcz - 

CSK won't play at Chennai
RCB won't play at Bengal… https://t.co/frb7KqnVDa",nikhilkarani1,Mumbai,en
555,2021-03-07 12:07:56,"@elonmusk 
 I'm one of AndhraPradesh(AP) people, I request for the teslamotor plant for Anantapur, AP(India). It's… https://t.co/QFeIjzl1WL",manikanta3695,Rome,en
556,2021-03-07 12:07:51,"RT @baxirahul: On occasion of #WomensDay sharing some images I have shot. Each one telling a story. Of strength, of culture, of life. Do ha…",RetweetsMumbai,Mumbai,en
557,2021-03-07 12:07:50,RT @thewire_in: A Bengaluru court on Saturday restrained 68 media houses from telecasting or publishing ‘defamatory’ news related to the al…,mubeenzhb,"Zahirabad, India",en
558,2021-03-07 12:07:41,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",Shaktip39000236,,en
559,2021-03-07 12:07:41,"RT @baxirahul: On occasion of #WomensDay sharing some images I have shot. Each one telling a story. Of strength, of culture, of life. Do ha…",ramnikbaxi,"Mumbai, India",en
560,2021-03-07 12:07:40,"RT @PRK_Trends: #Yuvarathnaa standees at different malls in Bengaluru and Mysore👌🏻
(INOX, PVR, DRC &amp; VISION Cinemas)

In theatres from Apri…",DarshanCult,,en
561,2021-03-07 12:07:35,"RT @Tej_AnanthKumar: 271st Green Sunday of @adamya_chetana today. 
On the eve of #womensday2021 our all women team planted 10 saplings - ni…",Virbihar1,,en
562,2021-03-07 12:07:29,"RT @OCTANE99175143: Consule Générale of France in Bengaluru, decorated Mr. Biren Ghose (@birenghose) Chief Mentor in #STPIOctaNE with the h…",ashutosh7777,india,en
563,2021-03-07 12:07:26,"RT @VillageDukaan: Prawn Sea Prawn Pickle now available to order on VillageDukaan 

#rajahmundry #nellore #kakinada #kovvur #niddadavolu #h…",Hyderabadbot,Location,en
564,2021-03-07 12:06:30,"RT @bluetreelakes: Full #IPLSchedule 🏏

#IPL2021 #ipl2021schedule 
#IPL #IPLSchedule2021 #IPL2021Updates #KKR #RCB #Delhi #Mumbai  #Chennai…",Mohamma08813509,,en
565,2021-03-07 12:06:17,RT @neeraj_rajput: 'Brigade' ground in #Kolkata or Infantry-Road in #Bengaluru shows once these areas were part of military base &amp; cantontm…,blackbirds91,,en
566,2021-03-07 12:06:15,@PunjabKingsIPL @realpreityzinta @imohitburman @klrahul11 @henrygayle @dmalan29 @MdShami11 @bengaluru. Stadium and… https://t.co/lLWK4wavOr,Luckyra37196084,,en
567,2021-03-07 12:06:12,"RT @deeputalks: CSK to play five games in Mumbai, four in Delhi, three in Bengaluru and two in Kolkata - 10/14 games at Wankhede, MCS &amp; Ede…",vijaymadhavg,"Vijayawada, India",en
568,2021-03-07 12:06:05,"RT @BloombergQuint: In the 2018 'Ease of Living Index', Pune was ranked the most liveable city in the country but Bengaluru swooped in to t…",bharanidhar,Madras,en
569,2021-03-07 12:06:05,"Prawn Sea Prawn Pickle now available to order on VillageDukaan 

#rajahmundry #nellore #kakinada #kovvur… https://t.co/HZk63RiL0a",VillageDukaan,"Rajahmundry, India",en
570,2021-03-07 12:06:04,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",RamanKu71296176,,en
571,2021-03-07 12:05:57,"On occasion of #WomensDay sharing some images I have shot. Each one telling a story. Of strength, of culture, of li… https://t.co/ySlBFtDaRK",baxirahul,"Mumbai, India",en
572,2021-03-07 12:05:55,RT @prajwalmanipal: How the Bengaluru metro construction industry routinely gets away with not paying its workers. Wage disputes have incre…,hash62,"Bombay, India.",en
573,2021-03-07 12:05:47,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",SunnyKa19959378,,en
574,2021-03-07 12:05:44,RT @prajwalmanipal: How the Bengaluru metro construction industry routinely gets away with not paying its workers. Wage disputes have incre…,saltmangolover,നിന്റെ വീട്ടില്,en
575,2021-03-07 12:05:42,RT @pavanaja: Bengaluru Techie Writes Open Letter To PM Modi To Stop Legal Extortion By Wives From Men &amp; Their Families via @MensDayOutIndi…,perinchery_paul,,en
576,2021-03-07 12:05:41,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",AjazHus95807083,,en
577,2021-03-07 12:05:32,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",MangejS61475212,,en
578,2021-03-07 12:05:20,@ESPNcricinfo @RCBTweets #rcb not playing in Bengaluru May be blessing in disguise,rizmansoor,"Gulbarga, Karnataka, India",en
579,2021-03-07 12:05:01,"Business Analyst at JPMorgan Chase Bank, N.A (Bengaluru, India) https://t.co/ylr1hztQD0 #projectmanagement",StackDevJobs,,en
580,2021-03-07 12:04:54,RT @prajwalmanipal: How the Bengaluru metro construction industry routinely gets away with not paying its workers. Wage disputes have incre…,MallikarjunaNH,On Your Left!,en
581,2021-03-07 12:04:51,RT @prajwalmanipal: How the Bengaluru metro construction industry routinely gets away with not paying its workers. Wage disputes have incre…,ArunKum74366466,India,en
582,2021-03-07 12:04:39,"RT @TheJaggi: Watch Bengaluru's dynamic MP @Tejasvi_Surya, Ashok Haranahalli, former AG of Karnataka, and me at a panel discussion on One n…",somu_somu,Karamsad,en
583,2021-03-07 12:04:31,RT @prajwalmanipal: How the Bengaluru metro construction industry routinely gets away with not paying its workers. Wage disputes have incre…,dinakarmarella,,en
584,2021-03-07 12:04:14,"RT @reach_santosh: I had conversation with a Bengali guy in Bengaluru couple of days back, he is damn sure that BJP will form government in…",mahendrasajjan8,,en
585,2021-03-07 12:04:01,RT @prajwalmanipal: How the Bengaluru metro construction industry routinely gets away with not paying its workers. Wage disputes have incre…,gulaabichai,,en
586,2021-03-07 12:03:58,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",HaryHarman,,en
587,2021-03-07 12:03:42,"RT @deeputalks: CSK to play five games in Mumbai, four in Delhi, three in Bengaluru and two in Kolkata - 10/14 games at Wankhede, MCS &amp; Ede…",Faux_Monk,,en
588,2021-03-07 12:03:38,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",Rahul49554736,,en
589,2021-03-07 12:03:14,RT @haris__016: Why No CBI probe against #BJPCDScandal.. Are the laws different for hindutvawaadis or what. And where are the people of ben…,laalbuquerque9,"Brasília, Brasil",en
590,2021-03-07 12:03:04,"@Mohamma00746100 @KVishReddy Iam from Karimnagar dist, presently working in Bengaluru.",Venkate60140230,Bengaluru.,en
591,2021-03-07 12:02:54,RT @prajwalmanipal: How the Bengaluru metro construction industry routinely gets away with not paying its workers. Wage disputes have incre…,ngtweets1969,Land of the Red Soil,en
592,2021-03-07 12:02:42,"IPL 2021 schedule announced!
🤩🤩🤩🤩🤩🤩🤩🤩
 
🏏9 April start
 🏟️6 venues across India
(Chennai,Mumbai,Kolkata,Delhi, Beng… https://t.co/qYDg3EmzU1",sujalmendhe,Parseoni,en
593,2021-03-07 12:02:20,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",shyamlalv51,"अमेठी, भारत",en
594,2021-03-07 12:02:11,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",Joginde96737811,,en
595,2021-03-07 12:02:04,RT @haris__016: Why No CBI probe against #BJPCDScandal.. Are the laws different for hindutvawaadis or what. And where are the people of ben…,carlosvite620,Ecuador,en
596,2021-03-07 12:02:03,"RT @TheJaggi: Watch Bengaluru's dynamic MP @Tejasvi_Surya, Ashok Haranahalli, former AG of Karnataka, and me at a panel discussion on One n…",ikaushikdafda,"Surat, India",en
597,2021-03-07 12:02:02,"RT @BrokenCricket: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will host IPL 2021 Interestingly

CSK won't play at Chennai
RCB w…",Yunii_que,In shadows,en
598,2021-03-07 12:01:56,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",RahulSa83605670,,en
599,2021-03-07 12:01:53,"RT @BrokenCricket: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will host IPL 2021 Interestingly

CSK won't play at Chennai
RCB w…",TuzyaAichaGavat,,en
600,2021-03-07 12:01:37,RT @thenewsminute: Toiling without pay: Bengaluru metro workers are frequent victims of wage theft  https://t.co/KkaBRsXte3,phebekiruba,Planet Earth,en
601,2021-03-07 12:01:08,RT @prajwalmanipal: How the Bengaluru metro construction industry routinely gets away with not paying its workers. Wage disputes have incre…,klishtakara,,en
602,2021-03-07 12:01:06,"RT @AshwiniMS_TNIE: Karnataka's ExAgri minister @krishnabgowda 's
push for GlobalRecognition of millets got BigBoost, UN GeneralAssembly pa…",LaxmanManjunath,Mumbai,en
603,2021-03-07 12:01:01,RT @prajwalmanipal: How the Bengaluru metro construction industry routinely gets away with not paying its workers. Wage disputes have incre…,vivekashenoy,Bengaluru,en
604,2021-03-07 12:00:55,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",ThakorB02439775,,en
605,2021-03-07 12:00:51,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",Devende44582304,,en
606,2021-03-07 12:00:37,"RT @BloombergQuint: In the 2018 'Ease of Living Index', Pune was ranked the most liveable city in the country but Bengaluru swooped in to t…",jacob3290,"Washington, DC",en
607,2021-03-07 12:00:33,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",RajeevMaharana1,,en
608,2021-03-07 12:00:27,RT @prajwalmanipal: How the Bengaluru metro construction industry routinely gets away with not paying its workers. Wage disputes have incre…,RainSunMoonSky,Banana Republic ,en
609,2021-03-07 12:00:25,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",Ashu51637321,,en
610,2021-03-07 12:00:23,RT @prajwalmanipal: How the Bengaluru metro construction industry routinely gets away with not paying its workers. Wage disputes have incre…,Gomsy7894,,en
611,2021-03-07 12:00:14,RT @haris__016: Why No CBI probe against #BJPCDScandal.. Are the laws different for hindutvawaadis or what. And where are the people of ben…,wwo_regina,,en
612,2021-03-07 12:00:13,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",s_asogan,,en
613,2021-03-07 12:00:06,"RT @PChauhan2798: Thank you TOI for covering our story. Thank you for putting it so well.
 Please give it a read Everyone to know the full…",SindyaKris,,en
614,2021-03-07 12:00:05,"RT @Bloodpointorg: #Bengaluru  #SOS #COVID19India
Need A+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Apollo Hospital,…",corona_alerts,,en
615,2021-03-07 12:00:01,"In the 2018 'Ease of Living Index', Pune was ranked the most liveable city in the country but Bengaluru swooped in… https://t.co/MNKKWcqvRX",BloombergQuint,"Mumbai, India",en
616,2021-03-07 11:59:57,"RT @nkaggere: Residents of Talaghattapura on Kanakapura Road #Bengaluru along with BBMP, ⁦@tgpuraps⁩ held a walkathon demanding space for #…",RukhsaarSultana,Brunei,en
617,2021-03-07 11:59:50,@RSushruth @cshashir @MrRameshDasari @BvsRavi @BCCI @SGanguly99 Mumbai has ambani.. home team MI. Kolkata has elect… https://t.co/koWMdiw5m6,AnuragVJ1,,en
618,2021-03-07 11:59:43,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",ThoughtSow,K-Pac,en
619,2021-03-07 11:59:41,"RT @sv99999999: #Karnataka
#Bengaluru
#BJP buffoons
Jai Shree Ram
#BJPCDScandal
Sex crazy politicians
Bolo Bharat Mata ki Jai
Acche Din for…",rajat91585658,,en
620,2021-03-07 11:59:29,"RT @BloodAid: #Bengaluru Need A+ #Blood @ Covid Convalescent Plasma donor @ Apollo Hospital, Sheshadripuram. 
Call 9844320487, 9900157557
#…",HarshaAmbekar,Pavagada,en
621,2021-03-07 11:59:25,RT @LiveLawIndia: Breaking- Ramesh Jarkiholi Scandal: Bengaluru Court Restrains 68 Media Houses From Publishing Defamatory Content/CDs Agai…,bhaktalicious,,en
622,2021-03-07 11:59:19,RT @prajwalmanipal: How the Bengaluru metro construction industry routinely gets away with not paying its workers. Wage disputes have incre…,HaripriyaS_,Bengaluru/Hyderabad,en
623,2021-03-07 11:59:02,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",AnsariMir2,,en
624,2021-03-07 11:58:56,RT @prajwalmanipal: How the Bengaluru metro construction industry routinely gets away with not paying its workers. Wage disputes have incre…,tnavinash,,en
625,2021-03-07 11:58:41,How the Bengaluru metro construction industry routinely gets away with not paying its workers. Wage disputes have i… https://t.co/juze0kww3A,prajwalmanipal,Manipal,en
626,2021-03-07 11:58:24,RT @haris__016: Why No CBI probe against #BJPCDScandal.. Are the laws different for hindutvawaadis or what. And where are the people of ben…,Umukambwe5,,en
627,2021-03-07 11:58:06,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",Brijesh90382427,,en
628,2021-03-07 11:58:03,RT @haris__016: Why No CBI probe against #BJPCDScandal.. Are the laws different for hindutvawaadis or what. And where are the people of ben…,Zara__033,,en
629,2021-03-07 11:58:00,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",Kanta33725829,"Lucknow, India",en
630,2021-03-07 11:57:52,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",MdRafiq97584544,,en
631,2021-03-07 11:57:49,"RT @kdevforum: What does #easeoflivingindex2020 say?
1.EoLI is outcome indicator,in other words economic ability, resident perception.
2.MP…",RashmiSaggi,,en
632,2021-03-07 11:57:41,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",VijayJa67203266,,en
633,2021-03-07 11:57:40,Toiling without pay: Bengaluru metro workers are frequent victims of wage theft  https://t.co/KkaBRsXte3,thenewsminute,Bengaluru,en
634,2021-03-07 11:57:23,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",ThakorV81421930,"गुजरात, भारत",en
635,2021-03-07 11:57:22,RT @haris__016: Why No CBI probe against #BJPCDScandal.. Are the laws different for hindutvawaadis or what. And where are the people of ben…,Yipoguapo,,en
636,2021-03-07 11:57:17,"#Bengaluru: As triple-layered and #N95 masks offer best protection from #Covid, they must be used where health offi… https://t.co/N0BgDDq0J9",ians_india,New Delhi,en
637,2021-03-07 11:57:02,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",jotsinghrawat8,Kanazawa ku tokyo,en
638,2021-03-07 11:56:34,"Bengaluru suburban rail corridors likely to be named after flowers https://t.co/iDCXNfpbcM via @timesofindia 

Sa-M… https://t.co/gPOYAFu7s1",SocioactiveNGO,"Bengaluru, India",en
639,2021-03-07 11:56:07,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",AjeetSi06256741,,en
640,2021-03-07 11:56:00,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",Rajendr86463618,,en
641,2021-03-07 11:56:00,"RT @Sportskeeda: 🔹 The 56 league matches will be played across 6️⃣ centres - Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai and Kolkata

🔸 Th…",iAkhil25iiii,,en
642,2021-03-07 11:55:50,"RT @FarheenKHussain: Another bit from this morning 🌄
#Bengaluru https://t.co/Gzcho4l6kW",Ahmed0824,Bangalore,en
643,2021-03-07 11:55:48,"RT @SciGalleryBlr: “Lessons from the Past in a Pandemic” is LIVE!
Watch Sanjoy Bhattacharya (@JoyAgnost), Director of the WHO Collaborating…",visualplague,"St Andrews, Scotland",en
644,2021-03-07 11:54:51,"RT @BloodAid: #Bengaluru Need AB+ #blood @ Columbia Asia hospital, Hebbal. 
Call 8762840330
#BloodAid via @_B_S_V_ cc @KiranKS @surnell @RJ…",sandesh_p_r,,en
645,2021-03-07 11:54:47,"RT @BloodAid: #Bengaluru Need A+ #Blood @ Covid Convalescent Plasma donor @ Apollo Hospital, Sheshadripuram. 
Call 9844320487, 9900157557
#…",iam_AVIIII,,en
646,2021-03-07 11:54:33,"@BLRSmartCity Kindly visit Byadarahalli ""C"" Street Ward 61 Benson Road Bengaluru 560046 and see where this area sta… https://t.co/pQYCJMRnKa",behuman13950998,"Bengaluru, India",en
647,2021-03-07 11:54:31,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",Harinan70759543,,en
648,2021-03-07 11:54:00,"RT @AppuFansTrends: #Yuvarathnaa standees at different malls in Bengaluru and Mysore👌🏻
(INOX, PVR, DRC &amp; VISION Cinemas)

In theatres from…",narayannaemail1,,en
649,2021-03-07 11:53:48,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",MdArifBhat2,,en
650,2021-03-07 11:53:48,"RT @cricketwallah: #BCCI announces IPL sched. Tournament starts April 9. Ahmedabad will host Play-offs and Final. Mumbai, Delhi, Chennai, K…",siddharthk63,"Hyderabad, India",en
651,2021-03-07 11:53:36,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",Kalendr48456468,"Bihar, India",en
652,2021-03-07 11:53:24,"RT @deeputalks: CSK to play five games in Mumbai, four in Delhi, three in Bengaluru and two in Kolkata - 10/14 games at Wankhede, MCS &amp; Ede…",NiruPavan,,en
653,2021-03-07 11:53:09,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",Mugeshg6,,en
654,2021-03-07 11:53:01,"RT @stpiguwahati: Consule Générale of France in Bengaluru, decorated Mr. Biren Ghose (@birenghose) Chief Mentor in #STPIOctaNE with the hig…",YVaraPrasad1,"Hyderabad, India",en
655,2021-03-07 11:52:33,RT @Cricprabhu: @CSKFansArmy @ChennaiIPL There is no home ground. We will play at 4 neutral venues. Mumbai &amp; Delhi get 5/4 games and Bengal…,officalboparai,India,en
656,2021-03-07 11:52:23,RT @haris__016: Why No CBI probe against #BJPCDScandal.. Are the laws different for hindutvawaadis or what. And where are the people of ben…,Halleluya56,,en
657,2021-03-07 11:52:10,"RT @FILMISTAN5: #IPL to kickstart on April 9th 2021 in Chennai

Ahmedabad will host the Playoffs and the final on 30th May

Ahmedabad, Beng…",TorqueRider369,Thodupuzha,en
658,2021-03-07 11:52:02,"RT @ShobhaBJP: On this day in 2020, the dream of having a dedicated train to Coast from Bengaluru fulfilled.

Not to forget the support of…",Devaram66121278,,en
659,2021-03-07 11:51:52,RT @shashank1666666: @Ajith_tweets First Change Bangalore Name &amp; Make it Royal Challengers Bengaluru ....🙂,shashank1666666,"Bengaluru South, India",en
660,2021-03-07 11:51:36,"RT @movieshut_: As Said Earlier, IPL to kickstart on April 9th 2021 in Chennai

Ahmedabad will host the Playoffs and the final on 30th May…",TorqueRider369,Thodupuzha,en
661,2021-03-07 11:51:24,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",sinhaneekita122,"Ramgarh, India",en
662,2021-03-07 11:51:23,"RT @reach_santosh: I had conversation with a Bengali guy in Bengaluru couple of days back, he is damn sure that BJP will form government in…",Mustafaa108,,en
663,2021-03-07 11:51:21,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",hariom572,,en
664,2021-03-07 11:51:06,RT @haris__016: Why No CBI probe against #BJPCDScandal.. Are the laws different for hindutvawaadis or what. And where are the people of ben…,saini_ritwik,,en
665,2021-03-07 11:50:37,@Ajith_tweets First Change Bangalore Name &amp; Make it Royal Challengers Bengaluru ....🙂,shashank1666666,"Bengaluru South, India",en
666,2021-03-07 11:50:32,"RT @Srk_bangalore: Wow its here....! Save the dates. Finally @IPL #IPL2021 schedule is out now.
This time We @iamsrk Fans Association Banga…",Ranajoypaul15,,en
667,2021-03-07 11:50:32,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",RODANRAI5,,en
668,2021-03-07 11:50:29,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",Arifkha69080861,,en
669,2021-03-07 11:50:26,RT @PrasannaLM: My 4 yr old son here in Toronto introduced Kannada to everyone in his Junior KG online class &amp; he also taught them how to s…,Hruthikbgowda,Shivmogga,en
670,2021-03-07 11:50:22,Why No CBI probe against #BJPCDScandal.. Are the laws different for hindutvawaadis or what. And where are the peopl… https://t.co/xZulwDz5vd,haris__016,In a Country Ruled by a JOKER,en
671,2021-03-07 11:50:13,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",mandal9938,"उड़ीसा, भारत",en
672,2021-03-07 11:50:08,"RT @bluetreelakes: Full #IPLSchedule 🏏

#IPL2021 #ipl2021schedule 
#IPL #IPLSchedule2021 #IPL2021Updates #KKR #RCB #Delhi #Mumbai  #Chennai…",RetweetsMumbai,Mumbai,en
673,2021-03-07 11:50:02,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",BrijPal43219651,"गाज़ियाबाद, भारत",en
674,2021-03-07 11:49:39,"RT @bluetreelakes: Full #IPLSchedule 🏏

#IPL2021 #ipl2021schedule 
#IPL #IPLSchedule2021 #IPL2021Updates #KKR #RCB #Delhi #Mumbai  #Chennai…",RetweetsPune,"Pune, Maharashtra, India",en
675,2021-03-07 11:49:36,"@folcohn @darth_danin No team is getting home advantage.
It's good that BCCI maintained that throughout the season.… https://t.co/EjneJPl4Fv",51Biased,,en
676,2021-03-07 11:48:59,"RT @AshwiniMS_TNIE: Karnataka's ExAgri minister @krishnabgowda 's
push for GlobalRecognition of millets got BigBoost, UN GeneralAssembly pa…",SahanaA09,"India- Sullia,Bengaluru,Delhi",en
677,2021-03-07 11:48:59,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",MDMajid41904881,,en
678,2021-03-07 11:48:55,Bangalore is really out here tryna make “namma bengaluru” a thing 😩✋🏻 pls it is namma chennai goodbye,shr3gg,Hogwarts,en
679,2021-03-07 11:48:43,"Full #IPLSchedule 🏏

#IPL2021 #ipl2021schedule 
#IPL #IPLSchedule2021 #IPL2021Updates #KKR #RCB #Delhi #Mumbai… https://t.co/TtDKoantiU",bluetreelakes,"Maharashtra, India",en
680,2021-03-07 11:48:22,"RT @ttindia: Indian Premier League (IPL) 2021 will kick off from April 9 to May 30 across six venues - Ahmedabad, Bengaluru, Chennai, Delhi…",MdHammadKhan5,world ,en
681,2021-03-07 11:48:11,"RT @stpiguwahati: Consule Générale of France in Bengaluru, decorated Mr. Biren Ghose (@birenghose) Chief Mentor in #STPIOctaNE with the hig…",ramprasad_cvd,,en
682,2021-03-07 11:48:04,"RT @BloodAid: #Bengaluru Need A+ #Blood @ Covid Convalescent Plasma donor @ Apollo Hospital, Sheshadripuram. 
Call 9844320487, 9900157557
#…",akshaypatel10,हिन्दुस्तान का दिल मध्यप्रदेश ,en
683,2021-03-07 11:47:49,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",SHYAMVE26826569,,en
684,2021-03-07 11:47:38,"RT @TheJaggi: Watch Bengaluru's dynamic MP @Tejasvi_Surya, Ashok Haranahalli, former AG of Karnataka, and me at a panel discussion on One n…",SANATANSENA5,,en
685,2021-03-07 11:47:15,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",Jasbeer95557783,,en
686,2021-03-07 11:47:08,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",SnehaYadad,,en
687,2021-03-07 11:46:53,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",sarojGi57141704,"Pune, India",en
688,2021-03-07 11:46:44,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",Prakash83294669,,en
689,2021-03-07 11:46:15,RT @LiveLawIndia: Breaking- Ramesh Jarkiholi Scandal: Bengaluru Court Restrains 68 Media Houses From Publishing Defamatory Content/CDs Agai…,iam_atts_,"Muzaffarpur,Bihar",en
690,2021-03-07 11:45:57,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",RowoD3jJGKeImQq,"राजस्थान, भारत",en
691,2021-03-07 11:45:28,Re:Set team member Prachi Tembhare has the weekend routine of our dreams. Some of her Sundays are spent visiting… https://t.co/JtMeMMyyGa,ReSet_Everyday,,en
692,2021-03-07 11:45:24,"Kid has ""National President of BJP Yuva Morcha I Member of Parliament for Bengaluru South Lok Sabha Constituency T… https://t.co/eeSCx0XeUk",lnnocennts,61 ,en
693,2021-03-07 11:45:13,RT @thewire_in: A Bengaluru court on Saturday restrained 68 media houses from telecasting or publishing ‘defamatory’ news related to the al…,VenkataRaju,India (🇮🇳),en
